NVT Name,Summary,Vulnerability Insight,Impact,target,id
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,04f5ca8a-2a79-4308-abbe-64c4ceccbf2c
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,7d724984-3a60-447f-acb8-047608930768
HTTP Server Banner Enumeration,"This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).",,,Log,d297dbe2-5006-42dc-b3e9-07f21bb46741
"PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - An improper validation of certain Exception objects in 'Zend/zend_exceptions.c' script.

  - The 'openssl_random_pseudo_bytes' function in 'ext/openssl/openssl.c' incorrectly relies on the
  deprecated 'RAND_pseudo_bytes' function.","Successfully exploiting this issue allow remote attackers to
  cause a denial of service (NULL pointer dereference and application crash) or trigger unintended
  method execution to defeat cryptographic protection mechanisms.",Critical,5189a9f9-ad44-4cd5-9216-15a24dc7d46c
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,221d0fdf-a19b-4e91-9437-a7c52e21db7b
PHP Multiple Vulnerabilities (Jan 2015),PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2014-3668: Buffer overflow in the date_from_ISO8601 function in the mkgmtime implementation
  in libxmlrpc/xmlrpc.c in the XMLRPC extension in PHP.

  - CVE-2014-3669: Integer overflow in the object_custom function in ext/standard/var
  _unserializer.c.

  - CVE-2014-3670: The exif_ifd_make_value function in exif.c in the EXIF extension in PHP operates
  on floating-point arrays incorrectly.","Successful exploitation will allow remote attackers to cause a
  denial of service or possibly execute arbitrary code via different crafted dimensions.",High,fa7c4ff2-148b-4bec-bdc6-f9fa80294eef
MariaDB DoS Vulnerability (MDEV-26433) - Linux,MariaDB is prone to a denial of service (DoS) vulnerability.,"MariaDB contains an assertion failure at
  table->get_ref_count() == 0 in dict0dict.cc.",,High,cb1c8894-c08e-4922-a51d-5078607771d1
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,75ecd149-bfb4-4874-bfc2-dc6436b60f03
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,39dcfa83-f0fb-4752-b3ed-45897345c7ad
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,2eb436be-84bc-4f5f-9f7a-b107cdc56935
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,Log,1dc14d81-8adb-49da-bad7-59734c33ca0f
PHP End of Life (EOL) Detection - Linux,"The PHP version on the remote host has reached the end of life
  (EOL) and should not be used anymore.","Each release branch of PHP is fully supported for two years from
  its initial stable release. During this period, bugs and security issues that have been reported
  are fixed and are released in regular point releases.

  After this two year period of active support, each branch is then supported for an additional year
  for critical security issues only. Releases during this period are made on an as-needed basis:
  there may be multiple point releases, or none, depending on the number of reports.

  Once the three years of support are completed, the branch reaches its end of life and is no longer
  supported.","An EOL version of PHP is not receiving any security updates from
  the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise the
  security of this host.",Critical,da6e0bf2-fd26-4f1b-9dd9-d8596626465e
"PHP < 8.1.29, 8.2.x < 8.2.20, 8.3.x < 8.3.8 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2024-4577: Argument injection in PHP-CGI (bypass of CVE-2012-1823)

  - CVE-2024-5458: Filter bypass in filter_var FILTER_VALIDATE_URL

  - CVE-2024-5585: Bypass of CVE-2024-1874

  Note: As of 06/2024 the CVEs CVE-2024-4577 and CVE-2024-5585 are known to be exploitable on
  Windows systems only.",,Critical,1487c43d-cb83-47dc-bc3e-60bf508c8e8b
Oracle MySQL Server <= 5.6.44 / 5.7 <= 5.7.18 Security Update (cpujul2019) - Linux,Oracle MySQL Server is prone to an unspecified vulnerability.,,,Low,5b97ee2a-cf4c-4d11-934b-04aca49d09f3
"Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023) - Linux",Oracle MySQL Server is prone to multiple vulnerabilities.,,,Critical,b11b915d-23ca-4f22-86fe-faaa19bf7053
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,092ac31c-edc8-4637-a761-245e4e4627aa
Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux,"Apache HTTP Server is prone to a buffer overflow
  vulnerability.","A carefully crafted request body can cause a buffer overflow in
  the mod_lua multipart parser (r:parsebody() called from Lua scripts).",,Critical,6fa87769-8634-4e99-b368-1ee5a997764a
"Squid Multiple Vulnerabilities (SQUID-2016:5, SQUID-2016:6) - Linux",Squid is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - A buffer overflow in the cachemgr.cgi tool.

  - Multiple on-stack buffer overflow from incorrect bounds calculation in Squid ESI processing.","Successful exploitation will allow remote attackers to cause a
  denial of service, execute arbitrary code, or obtain sensitive stack layout information.",High,7d1eba12-fa90-4fbb-87b2-6fd6fde9344a
Samba Server CVE-2017-15275 Heap Memory Information Leak,Samba is prone to a heap memory information leak.,"The flaw exists due to the server which may return the
  contents of heap allocated memory to the client.","There is no known vulnerability associated with this error,
  but uncleared heap memory may contain previously used data that may help an attacker compromise
  the server via other methods. Uncleared heap memory may potentially contain password hashes or
  other high-value data.",High,3c657c4a-7167-40f4-85a3-3929b84d73fc
PHP < 5.6.12 Multiple DoS Vulnerabilities - Linux,"PHP is prone to multiple denial of service (DoS)
  vulnerabilities.","The following flaws exist:

  - Improper handling of driver behavior for SQL_WVARCHAR columns in the 'odbc_bindcols function' in
  'ext/odbc/php_odbc.c' script.

  - The 'gdImageScaleTwoPass' function in gd_interpolation.c script in the GD Graphics Library uses
  inconsistent allocate and free approaches.","Successfully exploiting these issues allow remote attackers to
  cause a denial of service (application crash or memory consuption).",High,49537ab2-5f44-455c-b057-37d184482cb6
Apache Tomcat DoS Vulnerability (Jul 2024) - Linux,"Apache Tomcat is prone to a denial of service (DoS)
  vulnerability.","When processing an HTTP/2 stream, Tomcat did not handle some
  cases of excessive HTTP headers correctly. This led to a miscounting of active HTTP/2 streams
  which in turn led to the use of an incorrect infinite timeout which allowed connections to remain
  open which should have been closed.",,High,31e1b524-86f9-4b2d-abbf-0359c9a75d6b
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,103135a8-78a8-4b2e-92c4-aa4324d7ad7a
Apache HTTP Server 2.4.6 - 2.4.46 Tunneling Misconfiguration Vulnerability - Linux,"Apache HTTP Server is prone to a tunneling misconfiguration
  vulnerability.","mod_proxy_wstunnel configured on an URL that is not necessarily
  upgraded by the origin server was tunneling the whole connection regardless, thus allowing for
  subsequent requests on the same connection to pass through with no HTTP validation,
  authentication or authorization possibly configured.",,Medium,0ff03afa-18d5-4f51-b272-5bf4a1b52fb1
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,bbfbf47f-ecfe-4544-b09f-ffd96d116707
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,48c4116f-9fc4-4801-9147-5a661d2ec4a4
Apache Tomcat Information Disclosure Vulnerability (Mar 2023) - Linux,"Apache Tomcat is prone to an information disclosure
  vulnerability.","When using the RemoteIpFilter with requests received from a
  reverse proxy via HTTP that include the X-Forwarded-Proto header set to https, session cookies
  created by Tomcat did not include the secure attribute. This could result in the user agent
  transmitting the session cookie over an insecure channel.",,Medium,66ab426b-c026-4c78-9dc9-bd27992b844d
OpenSSH Multiple Vulnerabilities,OpenSSH is prone to multiple vulnerabilities.,"Multiple flaws are due to:

  - Use-after-free vulnerability in the 'mm_answer_pam_free_ctx' function in
  monitor.c in sshd.

  - Vulnerability in 'kbdint_next_device' function in auth2-chall.c in sshd.

  - Vulnerability in the handler for the MONITOR_REQ_PAM_FREE_CTX request.","Successful exploitation will allow an attacker
  to gain privileges, to conduct impersonation attacks, to conduct brute-force
  attacks or cause a denial of service.",High,77a63518-44ac-4148-ac0d-bac8ca6fc83a
Eclipse Jetty Server Fake Pipeline Request Security Bypass Vulnerability - Linux,Eclipse Jetty Server is prone to a security bypass vulnerability.,"The flaw exists due to an improper validation
  against pipelined requests.","Successful exploitation will allow an attacker
  to bypass authorization.",Critical,6a51abf9-4aa1-4428-9269-f6b652176288
"PHP < 8.0.30, 8.1.x < 8.1.22, 8.2.x < 8.2.9 Security Update - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2023-3823: Fixed bug GHSA-3qrf-m4j2-pcrr (Security issue with external entity loading in XML
  without enabling it)

  - CVE-2023-3824: Fixed bug GHSA-jqcx-ccgc-xwhv (Buffer mismanagement in phar_dir_read())",,Critical,e9ae4bde-cc2e-4b1e-8465-268dfec767f6
"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Linux","Oracle MySQL Server is prone to a denial of service (DoS)
  vulnerability.",,,Medium,94166fea-b0b4-453d-9956-28720e598bf7
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,8bbb0e51-cfab-42bc-8d69-f04a1520fcb8
"PHP < 5.5.32, 5.6.x < 5.6.18, 7.x < 7.0.3 Privilege Escalation Vulnerability - Linux",PHP is prone to a privilege escalation vulnerability.,"An error occurs in the function stream_get_meta_data of the
  component File Upload. The manipulation as part of a Return Value leads to a privilege escalation
  vulnerability (Metadata).","Successfully exploitation will allow an attacker to update the
  'metadata' and affect on confidentiality, integrity, and availability.",High,ec09f815-28e0-467d-bae5-f5ec1c08e6f4
"PHP < 7.4.30, 8.0.x < 8.0.20, 8.1.x < 8.1.7 Security Update (Jun 2022) - Linux",PHP released new versions which include a security fix.,"The following vulnerabilities exist:

  - CVE-2022-31625: Uninitialized array in pg_query_params()

  - CVE-2022-31626: mysqlnd/pdo password buffer overflow",,High,4077c206-f0f6-4fe0-b31f-fbd0c81caf36
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,PHP is prone to a denial of service (DoS) vulnerability.,"PHP mishandles property modification during __wakeup
  processing, which allows remote attackers to cause a denial of service or possibly have
  unspecified other impact via crafted serialized data, as demonstrated by Exception::__toString
  with DateInterval::__wakeup.",,Critical,697b6d84-12bb-4860-a2b6-9d401cacecdd
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,be434ced-cff8-4675-a8fa-0bfc1938dc8f
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2020-35452: mod_auth_digest possible stack overflow by one null byte

  - CVE-2021-26690: mod_session NULL pointer dereference

  - CVE-2021-26691: mod_session response handling heap overflow","'- CVE-2020-35452: A specially crafted Digest nonce can cause a
  stack overflow in mod_auth_digest.

  - CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL
  pointer dereference and crash, leading to a possible Denial Of Service.

  - CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap
  overflow.",Critical,f9f18dfa-7665-4f82-ba29-b18541dfa488
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,"'- Basic HTTP methods: GET, HEAD, POST, PUT, DELETE, CONNECT,
  OPTIONS, TRACE

  - Extended HTTP methods: ACL, BASELINE-CONTROL, BIND, CHECKIN, CHECKOUT, COPY, LABEL, LINK, LOCK,
  MERGE, MKACTIVITY, MKCALENDAR, MKCOL, MKREDIRECTREF, MKWORKSPACE, MOVE, ORDERPATCH, PATCH, PRI,
  PROPFIND, PROPPATCH, REBIND, REPORT, SEARCH, UNBIND, UNCHECKOUT, UNLINK, UNLOCK, UPDATE,
  UPDATEREDIRECTREF, VERSION-CONTROL",,Log,4b70e6ab-e6b6-4705-a33b-8b7746b0873b
Apache HTTP Server ap_pregsub() Function Local Denial of Service Vulnerability,"Apache HTTP Server is prone to a local denial-of-service
  vulnerability because of a NULL-pointer dereference error or a memory exhaustion.",,"Local attackers can exploit this issue to trigger a NULL-pointer
  dereference or memory exhaustion, and cause a server crash, denying service to legitimate users.

  Note: To trigger this issue, 'mod_setenvif' must be enabled and the attacker should be able
  to place a malicious '.htaccess' file on the affected webserver.",Low,500622a0-5ff6-4dd7-9efa-deea99744e58
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,711eed29-36b0-4ceb-aa34-d324d9bd731b
"PHP 5.4.x < 5.4.36, 5.5.x < 5.5.20, 5.6.x < 5.6.4 Use After Free Vulnerability (Jan 2015)",PHP is prone to an use after free vulnerability.,"An use after free vulnerability exists in the
  process_nested_data function in ext/standard/var _unserializer.re in PHP.","Successful exploitation will allow remote attackers to execute
  arbitrary code via a crafted unserialize call.",High,74c0e1c6-7222-46ce-8a99-39b398ab9091
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,8d9746ff-513b-4707-b4dc-13538e292494
"PHP < 5.3.28, 5.4.x < 5.4.23, 5.5.x < 5.5.7 RCE Vulnerability (Dec 2013)","PHP is prone to a remote code execution (RCE)
  vulnerability.","A boundary error exists within the 'asn1_time_to_time_t'
  function in 'ext/openssl/openssl.c' when parsing X.509 certificates.","Successful exploitation will allow remote attackers to execute
  arbitrary code or cause a denial of service (memory corruption).",High,7ea6ebb3-f23e-45ac-9b42-e2f548d1d542
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,ac020a1d-a8c8-4007-b0df-2e2712b7a289
phpMyAdmin Cross-Site Scripting Vulnerability (PMASA-2018-3) - Linux,phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability.,"The flaw exists due to insufficient validation
  of input passed to 'js/designer/move.js' script in phpMyAdmin.","Successful exploitation will allow an
  attacker to inject arbitrary web script or HTML via crafted database name.",Medium,fbda2c99-96d5-4e99-9db3-f1227197d810
Apache HTTP Server Whitespace Defects Multiple Vulnerabilities,Apache HTTP Server is prone to multiple vulnerabilities.,"Multiple flaws exist because the application accepted a
  broad pattern of unusual whitespace patterns from the user-agent, including
  bare CR, FF, VTAB in parsing the request line and request header lines, as
  well as HTAB in parsing the request line. Any bare CR present in request
  lines was treated as whitespace and remained in the request field member
  'the_request', while a bare CR in the request header field name would be
  honored as whitespace, and a bare CR in the request header field value was
  retained the input headers array. Implied additional whitespace was accepted
  in the request line and prior to the ':' delimiter of any request header lines.","Successful exploitation will allow remote
  attackers to conduct request smuggling, response splitting and cache pollution
  attacks.",High,aa966be8-3518-4501-a470-234f57da6503
OpenBSD OpenSSH 6.8p1 - 9.9p1 MitM Vulnerability,"OpenBSD OpenSSH is prone to a man-in-the-middle (MitM)
  vulnerability.","ssh(1) in OpenSSH contained a logic error that allowed an
  on-path attacker (a.k.a MITM) to impersonate any server when the VerifyHostKeyDNS option is
  enabled. This option is off by default.",,Medium,43aeca65-dca5-423c-8157-dd61d41a6dc1
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,38b5251b-9f4d-435a-9d25-59a1ad6649e4
Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2006-20001: mod_dav out of bounds read, or write of zero byte

  - CVE-2022-36760: Possible request smuggling in mod_proxy_ajp

  - CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting",,Critical,04d055da-7637-4af9-b20c-d1923c53231b
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,94e3867f-e35e-45cf-abfa-8a69e47ae6a7
"PHP < 5.6.26, 7.x < 7.0.11 Multiple Vulnerabilities (Sep 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Use-after-free vulnerability in the 'wddx_stack_destroy' function in 'ext/wddx/wddx.c' script.

  - Improper verification of a BIT field has the UNSIGNED_FLAG flag in
  'ext/mysqlnd/mysqlnd_wireprotocol.c' script.

  - The ZIP signature-verification feature does not ensure that the uncompressed_filesize field is
  large enough.

  - The script 'ext/spl/spl_array.c' proceeds with SplArray unserialization without validating a
  return value and data type.

  - The script 'ext/intl/msgformat/msgformat_format.c' does not properly restrict the locale length
  provided to the Locale class in the ICU library.

  - An error in the php_wddx_push_element function in ext/wddx/wddx.c.","Successfully exploiting this issue allow remote attackers to
  cause a denial of service, or possibly have unspecified other impact.",Critical,d59f9e4e-023b-4662-9024-e4538d6e3c86
"PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux",PHP released new versions which include a security fix.,Fix #81708: UAF due to php_filter_float() failing for ints.,,Critical,5126a68b-5833-4198-9b1a-a6fda975ea7c
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,ac5d586f-238e-448b-9063-474063be5a64
Apache HTTP Server 2.4.20 - 2.4.39 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Apache HTTP server is prone to multiple vulnerabilities:

  - A malicious client could perform a DoS attack by flooding a connection with requests and
  basically never reading responses on the TCP connection. Depending on h2 worker dimensioning,
  it was possible to block those with relatively few connections. (CVE-2019-9517)

  - HTTP/2 very early pushes, for example configured with 'H2PushResource', could lead to
  an overwrite of memory in the pushing request's pool, leading to crashes. The memory
  copied is that of the configured push link header values, not data supplied by
  the client. (CVE-2019-10081)",,High,42ce25e7-6303-4390-a03b-ecb7c22b085f
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,e2a84f59-cd5a-4715-807b-c117d43d601c
Oracle MySQL Server <= 5.6.45 / 5.7 <= 5.7.27 Security Update (cpuoct2019) - Linux,Oracle MySQL Server is prone to multiple vulnerabilities.,"Oracle MySQL Server is prone to multiple vulnerabilities.

  For further information refer to the official advisory via the referenced link.",,Medium,931552ff-ee3d-49a0-affd-8e1bce7d9d13
MariaDB DoS Vulnerability (MDEV-26280) - Linux,MariaDB is prone to a denial of service (DoS) vulnerability.,,,High,9ac9747c-db8c-4c99-bf14-dad5f8df8e17
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,47503fbd-df88-4c8d-9694-84c7ff1e29a6
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,217bc164-2522-4a91-ac72-37addfdd60f9
jQuery < 3.0.0 XSS Vulnerability,"jQuery is prone to a cross-site scripting (XSS)
  vulnerability.","When a cross-domain Ajax request is performed without the
  dataType option, causing text/javascript responses to be executed.",,Medium,0265877e-3508-471d-a123-0283d30ae3a6
"PHP < 5.5.37, 5.6.x < 5.6.23, 7.x < 7.0.8 Multiple Vulnerabilities (Aug 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - The 'php_zip.c' script in the zip extension improperly interacts with the unserialize
  implementation and garbage collection.

  - The php_wddx_process_data function in 'wddx.c' script in the WDDX extension mishandled data in a
  wddx_deserialize call.

  - The multiple integer overflows in 'mcrypt.c' script in the mcrypt extension.

  - The double free vulnerability in the '_php_mb_regex_ereg_replace_exec' function in
  'php_mbregex.c' script in the mbstring extension.

  - An integer overflow in the '_gd2GetHeader' function in 'gd_gd2.c' script in the GD Graphics
  Library.

  - An integer overflow in the 'gdImageCreate' function in 'gd.c' script in the GD Graphics
  Library.","Successfully exploiting these issues allow remote attackers to
  cause a denial of service (buffer overflow and application crash) or possibly execute arbitrary
  code.",Critical,68a1783a-6923-4812-be53-c41cf0c198d4
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - Apache HTTP Server fails to correctly generate the nonce sent to prevent
    reply attacks.

  - Misconfigured mod_session variable, HTTP_SESSION.

  - Apache HTTP Server fails to sanitize the expression specified in '<FilesMatch>'.

  - An error in Apache HTTP Server 'mod_authnz_ldap' when configured with
    AuthLDAPCharsetConfig.

  - Apache HTTP Server fails to sanitize against a specially crafted request.","Successful exploitation will allow an attacker
  to replay HTTP requests across servers without detection, influence the user
  content, upload a malicious file, crash the Apache HTTP Server and perform
  denial of service attack.",Critical,e4e84ba8-a7e2-4dc6-aaad-de9d28e9bde8
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,02de8ff0-c139-4000-84a1-20841c895234
"PHP < 5.4.38, 5.5.x < 5.5.22, 5.6.x < 5.6.6 Multiple RCE Vulnerabilities (Jul 2015) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Multiple use-after-free vulnerabilities in 'ext/date/php_date.c' script.

  - Heap-based buffer overflow in the 'enchant_broker_request_dict' function in
  'ext/enchant/enchant.c' script.","Successfully exploiting this issue allow remote attackers to
  execute arbitrary code via some crafted dimensions.",High,ce3a2a86-035f-41f2-b7f7-8b293344ce1f
Apache HTTP Server 2.4.26 < 2.4.64 DoS Vulnerability - Linux,"Apache HTTP Server is prone to a denial of service (DoS)
  vulnerability in mod_proxy_http2.","In certain proxy configurations, a denial of service attack
  against Apache HTTP Server can be triggered by untrusted clients causing an assertion in
  mod_proxy_http2.

  Configurations affected are a reverse proxy is configured for an HTTP/2 backend, with
  ProxyPreserveHost set to 'on'.",,Medium,20714478-1477-4b62-a9dc-c28c0a7ce3d3
"PHP < 7.2.27, 7.3.x < 7.3.14, 7.4.x < 7.4.2 Multiple Vulnerabilities (Jan 2020) - Linux",PHP is prone to multiple vulnerabilities.,"PHP is prone to multiple vulnerabilities:

  - OOB read in php_strip_tags_ex (CVE-2020-7059)

  - Global buffer-overflow in 'mbfl_filt_conv_big5_wchar' (CVE-2020-7060)",,Critical,896a57cc-d71c-446a-a95b-41777dd3ab3e
HTTP Server type and version,"This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.",,,Log,8d112d7c-f5ba-4472-9af1-fd3f36322fc7
ISC BIND Access Control Vulnerability (Jun 2018) - Linux,"Some versions of BIND can improperly permit recursive query service to
  unauthorized clients.",,,High,11c98ee2-2186-478b-a4c0-693ae4a72368
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.","Any serious web search engine will honor the /robot(s).txt file
  and not scan the files and directories listed there.

  Any entries listed in this file are not even hidden anymore.",,Log,05a1d61d-dd51-4eab-8088-2c718bd00220
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2022-26377: mod_proxy_ajp: Possible request smuggling

  - CVE-2022-28614: Read beyond bounds via ap_rwrite()

  - CVE-2022-28615: Read beyond bounds in ap_strcmp_match()

  - CVE-2022-29404: Denial of service in mod_lua r:parsebody

  - CVE-2022-30556: Information disclosure in mod_lua with websockets

  - CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism",,Critical,2d8e8a3e-eec5-4f10-aaa7-b2daea60c10a
