NVT Name,Summary,Affected Software/OS,target,id
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,dce11ebd-4a5e-46fb-ae2b-5b867b585419
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,fe40aa04-827a-40c4-951a-2716fb54d579
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,920e4065-7f11-45c1-a8dc-d55fb79e210b
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,a938a560-1c36-407f-8e82-1f157af2b5a5
SMTP Server on non standard port,"This SMTP server is running on a non standard port.

  This might be a backdoor set up by attackers to send spam or even control the system.",,Mitigation,ed545701-e227-439e-8910-5adc3f48780b
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,c2ec8e1d-b7aa-4cfb-a5d8-3ec96a3a839f
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,6c30ba0b-7542-43cb-b7b8-089d074413ba
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,664a1d8f-8ac6-4758-8c30-2d1db6cd631a
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,185782c1-967a-41e9-8708-b8b82bed431f
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,b4657c54-59e4-43a9-9341-60e5620b5c66
HTTP Server type and version,"This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.",,,b4839d49-a2a1-4ace-b4de-216f53cc8d95
HTTP Server Banner Enumeration,"This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).",,,52e22eea-4c48-46cc-93df-64bc409d13a6
Thin Webserver Detection,"This host is running Thin, a Ruby web server.",,,a28dfb4a-7a32-4608-870f-780ef6b9cb77
Unknown OS and Service Banner Reporting,"This VT consolidates and reports the information collected by
  the following VTs:

  - Collect banner of unknown services (OID: 1.3.6.1.4.1.25623.1.0.11154)

  - Service Detection (unknown) with nmap (OID: 1.3.6.1.4.1.25623.1.0.66286)

  - Service Detection (wrapped) with nmap (OID: 1.3.6.1.4.1.25623.1.0.108525)

  - OS Detection Consolidation and Reporting (OID: 1.3.6.1.4.1.25623.1.0.105937)

  If you know any of the information reported here, please send the full output to
  the referenced community forum.",,,2de9f592-69bd-4bc2-82dc-92cf530482cc
SSL/TLS: SMTP Missing Support For STARTTLS,The remote SMTP server does not support the 'STARTTLS' command.,,,9d519562-7b9e-4dec-80d1-ae5d46e1c622
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,3914a528-c63b-4fc8-a5df-309ab1945270
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,941e05f6-fad1-4f5d-8de0-b3c66dc43825
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,1b1816d7-0bf2-4c08-a8e8-0b3dc3b34dd4
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,70e9b490-b068-4b7e-811f-c933155ccd63
Services,This plugin performs service detection.,,,a2bb718d-5253-4b4c-a0a1-c5a6562656e2
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,36bf32f4-000d-4f46-8467-a2a12dd5b3c9
"Service Detection (3 ASCII digit codes like FTP, SMTP, NNTP...)",This plugin performs service detection.,,,3d8ae953-6ac4-4497-a51f-c37b5f8ab727
SMTP Server type and version,"This detects the SMTP Server's type and version by connecting to
  the server and processing the buffer received.",,,17329094-12e1-47e8-accd-4b9d023e5176
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,43d7cba0-29d2-4170-94a8-98c5f84d48c3
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,0bb6ba25-d6fe-4ac2-bb69-85442960eb3a
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,d6864bf4-4aa4-462e-a659-009f22e3a1c0
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,4a787369-9a99-4fa8-8827-1ecd9b4e793f
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,0edcd46d-96d9-4e80-a997-158de2ba41cf
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,f9adf829-45b2-45db-89d7-0c236063b2a9
Backup File Scanner (HTTP) - Unreliable Detection Reporting,The script reports backup files left on the web server.,,Mitigation,cb6f44c7-6741-473b-84fb-1030e1cf5b6b
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,8bbb0e51-cfab-42bc-8d69-f04a1520fcb8
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,16038763-ede3-4231-a201-50df87add6b2
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,6b7602e4-5189-4b2d-88e5-d7a853da1daa
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,7abb1688-6c89-498f-b53c-a92c8c247933
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,e412505d-5b6c-4002-92c8-9f49b4a41bfa
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,d01340f8-a244-4bdc-8a1e-0ada6e338bea
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.",,Mitigation,230492c2-18ec-4785-ad26-b1f4562e8f9a
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,58a99b50-9335-46cf-9eff-9e9937bdff62
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,ebf82ca6-b582-4fc2-ae9e-451117142407
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,8f23beff-7f57-4ac0-920f-03dde6bdce1d
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,1b6073dc-3eab-445b-87d8-5799c4eb21b9
Services,This plugin performs service detection.,,,b7f1bc66-bbe4-4570-854e-ee3b97d855ca
Response Time / No 404 Error Code Check,"This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.",,,73fa1f70-2dad-4f51-ac4d-a46590c69530
Backup File Scanner (HTTP) - Unreliable Detection Reporting,The script reports backup files left on the web server.,,Mitigation,d23e58a4-4f94-45d9-a26b-6b5f2bcb81fa
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,eb8d5061-f2c6-4330-ab6b-d9c2cf7de5f9
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,4067c408-d2ed-416f-9533-4748026fe22a
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,829141dd-332b-45c9-bf14-d12702254a61
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,81260aa7-c34f-4d43-9d0c-f2928b978c1c
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,fa2a28c2-0dab-4289-a65f-f20914741ca2
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,2d2a40fa-741b-4b70-b6a6-113e444c677a
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.",,Mitigation,b8bbf183-897a-49fb-b610-cbcfae8961d6
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,6c3b8831-6198-444b-8add-03ef76388d14
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,4c113ec6-5aa1-4636-b423-39c11c478230
Services,This plugin performs service detection.,,,cadd9bcc-950e-4fbb-a508-374d7ed0d051
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,059771a2-609e-4bdf-8538-38aa0bbddd61
Response Time / No 404 Error Code Check,"This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.",,,40c89946-1d85-46a1-9d34-eaf866274b59
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,849eb0c2-873a-45ba-ab3c-77e1874bb337
Mort Bay / Eclipse Jetty End of Life (EOL) Detection - Linux,"The Mort Bay / Eclipse Jetty version on the remote host has
  reached the End of Life (EOL) and should not be used anymore.",,VendorFix,586e4d06-4d1f-46a6-bc92-d4befe09b2ff
Eclipse Jetty Multiple Vulnerabilities (Jul 2022) - Linux,Eclipse Jetty is prone to multiple vulnerabilities.,"Eclipse Jetty version 9.4.46 and prior, version 10.0.x through
  10.0.9 and 11.0.x through 11.0.9.",VendorFix,e91275eb-6504-4f18-a1f8-da9bd6bbb274
Eclipse Jetty DoS Vulnerability (GHSA-26vr-8j45-3r4w) - Linux,"Eclipse Jetty is prone to a denial of service (DoS)
  vulnerability.","Eclipse Jetty version 7.2.2 through 9.4.38, 10.0.0.alpha0
  through 10.0.1 and 11.0.0.alpha0 through 11.0.1.",VendorFix,bfa8c3ea-f2fd-4790-98a1-59a2fa338a9d
Eclipse Jetty Privilege Escalation Vulnerability - Linux,"Eclipse Jetty is prone to a privilege escalation vulnerability through a
  local temp directory.","Eclipse Jetty version 9.4.32.v20200930 and prior, 10.0.0.beta2 and prior and
  11.0.0.beta2 and prior.",VendorFix,af04b70d-8c90-46ca-af68-c9e434f78cd0
Eclipse Jetty Information Disclosure Vulnerability (CVE-2019-10247) - Linux,Eclypse Jetty is prone to an information disclosure vulnerability.,"Eclipse Jetty version 7.x and prior, 8.x, 9.2.27.v20190403 and prior,
  9.3.26.v20190403 and prior and 9.4.16.v20190411 and prior.",VendorFix,2cceb943-af37-4226-8d7f-6aea3fbaf5f5
"Eclipse Jetty Multiple Vulnerabilities (GHSA-qw69-rqj8-6qw8, GHSA-p26g-97m4-6q7c) - Linux",Eclipse Jetty is prone to multiple vulnerabilities.,"Eclipse Jetty version 9.4.50 and prior, version 10.0.x through
  10.0.13 and 11.0.x through 11.0.13.",VendorFix,16f023fe-401a-4237-af8b-e35e9b013c37
Eclipse Jetty URI Parsing Vulnerability (GHSA-qh8g-58pp-2wxh) - Linux,Eclipse Jetty is prone to an URI parsing vulnerability.,Eclipse Jetty version 7.0.0 through 12.0.11.,VendorFix,45b92845-0343-4e73-bc22-286aba6bcd49
Eclipse Jetty Information Disclosure Vulnerability (GHSA-gwcr-j4wh-j3cq),"Eclipse Jetty is prone to an information disclosure vulnerability
  in the ConcatServlet and WelcomeFilter servlet.","Eclipse Jetty prior to version 9.4.41, 10.x through 10.0.2 and
  11.x through 11.0.2.",VendorFix,7caf92ee-74dd-4229-8135-8caca3eff441
Eclipse Jetty Session Vulnerability (GHSA-m6cp-vxjx-65j6) - Linux,"Eclipse Jetty is prone to a vulnerability in the session
  management.","Eclipse Jetty version 9.4.40.v20210413 and prior, 10.x through
  10.0.2 and 11.x through 11.0.2.",VendorFix,e120b408-dacc-4399-94ee-8dd30cb4487b
Eclipse Jetty XXE Vulnerability (GHSA-58qw-p7qm-5rvh) - Linux,"Eclipse Jetty is prone to a XML external entity (XXE)
  vulnerability in the XMLParser.","Eclipse Jetty version 9.4.51 and prior, 10.0.0 through
  10.0.15 and 11.0.0 through 11.0.15.",VendorFix,0d8415ad-13e2-4404-ab97-ac6f619ff6dd
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,1fbe0ca5-26f4-4c37-a35d-36fcdc5fc131
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,20f30a71-e2a9-45ee-9b00-5df24a514cce
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,ce90c996-94f4-4ba2-8f49-0a18e8e110a8
Mort Bay / Eclipse Jetty Detection (HTTP),HTTP based detection of Mort Bay / Eclipse Jetty.,,,1f11587c-d62a-49a9-8f25-4aec28c42ba4
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,3e42f362-8079-43ea-a9ca-51d2529826df
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,bd4f1ad0-68ca-409a-b7b5-2bc89287bbc3
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,21d4471a-0d2a-4117-b202-8138929a851c
HTTP Server type and version,"This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.",,,f2dd2e4f-4da1-4a1a-8673-647b91898b3c
HTTP Server Banner Enumeration,"This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).",,,0616e703-26a0-4a9b-93e0-27bf97df608e
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,8d406857-a115-4e40-9dba-58de62ac92da
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,a6d0c27d-ab74-44e5-88a3-88c2c1e37308
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,32f34c7c-3b04-40a2-b186-e0e8f4f1b7f4
Services,This plugin performs service detection.,,,26b5b311-6e98-42c1-a2d8-16a2dcea84fb
Possible Backdoor: Ingreslock,A backdoor is installed on the remote host.,,Workaround,262b48c8-4b41-40c9-8f59-7b664f13f949
Apache HTTP Server End of Life (EOL) Detection - Linux,"The Apache HTTP Server version on the remote host has reached
  the End of Life (EOL) and should not be used anymore.",,VendorFix,01d1b680-95b1-4c4f-9f7f-b85d19593867
Samba 3.0.0 <= 3.0.25rc3 Remote Code Execution Vulnerability (CVE-2007-2446),Multiple Heap Overflows Allow remote code execution (RCE).,Samba versions 3.0.0 through 3.0.25rc3.,VendorFix,2bf2592f-363b-447d-90af-0bf2b185cf1e
PHP 4.3.x < 5.2.7 Buffer Overflow Vulnerability,PHP is prone to a buffer overflow vulnerability.,PHP versions 4.3.x through 5.2.6.,VendorFix,5d160cac-9286-4673-96dd-1ce282fbcf29
PHP < 5.2.7 Multiple Vulnerabilities,PHP is prone to multiple vulnerabilities.,PHP prior to version 5.2.7.,VendorFix,e0b7335c-8117-424c-b791-47b87541c98a
PHP < 5.2.12 Multiple Vulnerabilities,PHP is prone to multiple vulnerabilities.,PHP versions prior to 5.2.12.,VendorFix,1643196c-358c-4285-8d14-f9d13fba4d46
phpMyAdmin End of Life (EOL) Detection - Linux,The phpMyAdmin version on the remote host has reached the End of Life (EOL) and should not be used anymore.,,VendorFix,303f3fe7-80f7-4426-8c61-b5c898a6b190
Samba TALLOC_FREE() Function RCE Vulnerability,"Samba is prone to a remote code execution (RCE) vulnerability in
  the 'TALLOC_FREE()' function.","Samba 3.5.x and 3.6.x before 3.6.25,
  4.0.x before 4.0.25,
  4.1.x before 4.1.17,
  and 4.2.x before 4.2.0rc5",VendorFix,997aa330-2217-4aab-865f-b1f56ba79451
The rexec service is running,This remote host is running a rexec service.,,Mitigation,f703fc4b-b5f1-499b-bd02-24f5a547915b
Samba End of Life (EOL) Detection,"The Samba version on the remote host has reached the end of life
  (EOL) and should not be used anymore.",,VendorFix,7e70df3c-008e-4439-9059-a7ad02cd4ef6
PHP End of Life (EOL) Detection - Linux,"The PHP version on the remote host has reached the end of life
  (EOL) and should not be used anymore.",,VendorFix,6c11e9b2-f69f-4c4a-a4f0-84c97992c379
Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.",,Mitigation,40c15fa0-856b-4dd3-9ea2-e5ccc1e75149
PostgreSQL End of Life (EOL) Detection - Linux,"The PostgreSQL version on the remote host has reached the End of
  Life (EOL) and should not be used anymore.",,VendorFix,7bd5f61b-081e-444c-86ab-ea0a584db0a0
Apache HTTP Server Multiple Security Vulnerabilities,Apache HTTP Server is prone to multiple vulnerabilities.,Apache HTTP Server versions prior to 2.2.15 are affected.,VendorFix,fe38c4af-3e33-4ae3-82bb-774d3a8d728f
TWiki < 4.2.4 Multiple XSS / Command Execution Vulnerabilities,"TWiki is prone to multiple cross-site scripting (XSS) and
  command execution vulnerabilities.",TWiki versions prior to 4.2.4.,VendorFix,46354221-17f0-43a4-9227-41466b7bba36
PHP 5.3.x < 5.3.7 Multiple Security Vulnerabilities,PHP is prone to multiple vulnerabilities.,PHP prior to version 5.3.7.,VendorFix,2e95eaa5-d970-45e4-8da5-922e32ed41e6
Samba 3.0.0 <= 3.6.3 Remote Code Execution Vulnerability (CVE-2012-1182),"Samba 3.0.x to 3.6.3 are affected by a vulnerability that allows
  remote code execution (RCE) as the 'root' user.",Samba versions 3.0.0 through 3.6.3.,VendorFix,664725fc-8ebb-4439-90aa-093ba0442c3e
PostgreSQL Multiple Vulnerabilities (Aug 2025) - Linux,PostgreSQL is prone to multiple vulnerabilities.,"PostgreSQL prior to version 13.22, 14.x prior to 14.19, 15.x
  prior to 15.14, 16.x prior to 16.10 and 17.x prior to 17.6.",VendorFix,bf564422-7c64-440b-8fe8-ccb36b373883
rlogin Passwordless Login,The rlogin service allows root access without a password.,,Mitigation,0dba0b4a-2b35-4313-b5c4-fe33ea9584be
jQuery End of Life (EOL) Detection - Linux,"The jQuery version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,VendorFix,ea842932-54ed-4506-a48b-3648dee4d193
"PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux",PHP released new versions which include a security fix.,"PHP prior to version 7.4.28, 8.0.x through 8.0.15 and 8.1.x
  through 8.1.2.",VendorFix,d0ceb9f5-f21b-47be-9684-b9eda1ece882
"PHP < 5.6.26, 7.x < 7.0.11 Multiple Vulnerabilities (Sep 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.6.26 and 7.x prior to 7.0.11 on
  Linux.",VendorFix,95335597-10b0-4068-a950-d6ee2833a3f9
"PHP < 5.5.37, 5.6.x < 5.6.23 Multiple Vulnerabilities (Aug 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.37 and 5.6.x prior to 5.6.23 on
  Linux.",VendorFix,20e1971d-a297-4f58-81f4-a4c688afb63d
"PHP < 7.4.33, 8.0.x < 8.0.25, 8.1.x < 8.1.12 Security Update - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 7.4.33, version 8.0.x through 8.0.24 and
  8.1.x through 8.1.11.",VendorFix,e9e684b6-abdf-4318-a48c-29fc5c483c3a
"PHP < 5.5.35, 5.6.x < 5.6.21, 7.x < 7.0.6 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.35, 5.6.x prior to 5.6.21 and 7.x
  prior to 7.0.6 on Linux.",VendorFix,637ddb4f-4a57-4fae-8800-563c3847c5db
"PHP < 5.5.34, 5.6.x < 5.6.20, 7.x < 7.0.5 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.34, 5.6.x prior to 5.6.20 and 7.0.x
  prior to 7.0.5 on Linux.",VendorFix,a3661ed8-a31b-42f3-96ff-59c3fa23091a
PHP Multiple Vulnerabilities (Feb 2019) - Linux,PHP is prone to multiple vulnerabilities.,"PHP versions before 5.6.40, 7.x before 7.1.26, 7.2.x before
  7.2.14 and 7.3.x before 7.3.1.",VendorFix,e0c4cb3e-a084-4edb-8531-f91154b9fe61
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,PHP is prone to a denial of service (DoS) vulnerability.,PHP versions through 5.6.27 and 7.0.x through 7.0.12.,WillNotFix,5bfd62ce-7d01-4952-a65c-d9c23987ad63
PHP <= 7.1.5 Multiple DoS Vulnerabilities,"PHP is prone to multiple denial of service (DoS)
  vulnerabilities.",PHP versions through 7.1.5.,WillNotFix,c493b805-80f1-4ee7-9e02-d1492c6a68df
"PHP < 5.6.27, 7.x < 7.0.12 Multiple DoS Vulnerabilities (Oct 2016) - Linux","PHP is prone to multiple denial of service (DoS)
  vulnerabilities.",PHP prior to version 5.6.27 and 7.0.x through 7.0.11.,VendorFix,0aec7f45-3b02-4dd7-87d6-a4cdc81ea1ee
Apache HTTP Server Multiple Vulnerabilities (Jun 2017) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Apache HTTP Server 2.2.x before 2.2.33 and
  2.4.x before 2.4.26.",VendorFix,bd771fc1-2926-4d20-9ca2-b5b8c4c6922b
OpenBSD OpenSSH < 9.3p2 RCE Vulnerability,"OpenBSD OpenSSH is prone to a remote code execution (RCE)
  vulnerability in OpenSSH's forwarded ssh-agent.","OpenBSD OpenSSH prior to version 9.3p2.

  The following conditions needs to be met:

  - Exploitation requires the presence of specific libraries on the victim system.

  - Remote exploitation requires that the agent was forwarded to an attacker-controlled system.",VendorFix,aca071dc-7301-4935-af86-cb2bb4a165f7
OpenSSH < 7.2 X11 Forwarding Security Bypass Vulnerability - Linux,OpenSSH is prone to a security bypass vulnerability.,OpenSSH versions before 7.2 on Linux.,VendorFix,c6a49ea6-faba-4fb1-85b1-57ee967ae7d1
